tZq	1bJet23Jets	1	-0.0246568	0.018085	-0.0601773	0.112645
tZq	1bJet23Jets	2	-0.0342555	0.0283924	-0.033177	0.0379421
tZq	1bJet23Jets	3	-0.0159683	0.013922	0.0211663	0.0129516
tZq	1bJet23Jets	4	-0.0374518	0.028013	-0.0328428	0.0270241
tZq	1bJet23Jets	5	-0.0226834	0.0169675	-0.0214427	0.00538601
tZq	1bJet23Jets	6	-0.0249567	0.0199707	-0.0233873	0.0128624
tZq	1bJet23Jets	7	-0.0221496	0.016384	0.0504653	-0.012523
tZq	1bJet23Jets	8	-0.0240774	0.0196028	0.0415456	-0.0254417
tZq	1bJet23Jets	9	-0.0248544	0.0191905	0.0103636	0.0136899
tZq	1bJet23Jets	10	-0.031049	0.0232	-0.0225274	0.00698083
tZq	1bJet23Jets	11	-0.0174259	0.0141905	-0.0703259	0.0250482
tZq	1bJet23Jets	12	-0.017682	0.0139238	-0.0319759	0.0150045
tZq	1bJet23Jets	13	-0.0254045	0.0199097	-0.0280557	0.0110352
tZq	1bJet23Jets	14	-0.0190875	0.0146564	-0.0227904	0.0182486
tZq	1bJet23Jets	15	-0.0164063	0.012707	-0.0259912	0.00936677
tZq	1bJet4Jets	1	0.0802737	-0.0626832	0.428724	0.160877
tZq	1bJet4Jets	2	0.0353412	-0.0360988	-0.0490098	-0.0352453
tZq	1bJet4Jets	3	0.0772354	-0.0602158	0.222102	-0.109444
tZq	1bJet4Jets	4	0.099192	-0.0818788	-0.0343318	0.01228
tZq	1bJet4Jets	5	0.0731158	-0.0546556	-0.136881	0.152839
tZq	1bJet4Jets	6	0.0318387	-0.0337035	0.276502	-0.0454677
tZq	1bJet4Jets	7	0.0728513	-0.0618663	0.00851581	-0.0304654
tZq	1bJet4Jets	8	0.0973749	-0.0784643	-0.00721465	-0.0835759
tZq	1bJet4Jets	9	0.0864867	-0.0643717	-0.0696004	0.016737
tZq	1bJet4Jets	10	0.0652577	-0.05622	-0.105845	0.0456649
tZq	1bJet4Jets	11	0.0529425	-0.0426652	0.00398404	-0.0236102
tZq	1bJet4Jets	12	0.0727057	-0.0558142	0.02223	-0.00972951
tZq	1bJet4Jets	13	0.0644845	-0.0506174	-0.0124694	0.00941544
tZq	1bJet4Jets	14	0.0594849	-0.0490112	-0.013177	-0.0225322
tZq	1bJet4Jets	15	0.0810249	-0.0636877	-0.0537217	0.0171429
tZq	2bJets	1	0.026443	-0.00904877	-0.295703	3.63047e-05
tZq	2bJets	2	-0.0127601	0.00820374	0.0703145	-0.0269654
tZq	2bJets	3	0.0249699	-0.0173625	-0.0502733	0.0366182
tZq	2bJets	4	-0.00539976	0.00506714	-0.0695985	0.0742394
tZq	2bJets	5	0.0118208	-0.00538729	-0.0549598	0.0192173
tZq	2bJets	6	0.0557078	-0.0417989	0.00379746	-0.0106967
tZq	2bJets	7	0.0443897	-0.0335109	-0.248145	0.0953982
tZq	2bJets	8	-0.00772005	0.00424052	-0.0428354	0.00297716
tZq	2bJets	9	-0.00727681	0.00756931	-0.106982	0.0423489
tZq	2bJets	10	0.0350179	-0.0259159	0.0694647	-0.0525199
tZq	2bJets	11	0.0142216	-0.0107953	0.0167616	0.0501643
tZq	2bJets	12	0.00788045	-0.00573968	0.0343621	0.0122836
tZq	2bJets	13	0.00402093	-0.00258276	-0.0236196	0.0270486
tZq	2bJets	14	0.000494927	-0.000639713	-0.00855414	0.00131349
tZq	2bJets	15	0.000503388	-0.000734582	-0.0132623	0.0109267
TTZ	1bJet23Jets	1	-0.0695198	0.0563713	0.0803458	-0.0385624
TTZ	1bJet23Jets	2	-0.0533257	0.0434212	0.0226347	-0.0128071
TTZ	1bJet23Jets	3	-0.0595082	0.0493681	-0.00688894	-0.0140343
TTZ	1bJet23Jets	4	-0.0634324	0.0520576	0.057372	-0.0206836
TTZ	1bJet23Jets	5	-0.0501219	0.042174	0.0132715	-0.0030333
TTZ	1bJet23Jets	6	-0.055325	0.0460362	0.000274705	-0.0109714
TTZ	1bJet23Jets	7	-0.0432407	0.0333666	0.00907151	0.0150079
TTZ	1bJet23Jets	8	-0.0619961	0.0527607	0.0690282	-0.0399263
TTZ	1bJet23Jets	9	-0.066782	0.0539403	0.0593339	-0.0132945
TTZ	1bJet23Jets	10	-0.0433412	0.0365548	-0.0422964	0.0115271
TTZ	1bJet23Jets	11	-0.0454808	0.0377211	-0.0515825	0.0148329
TTZ	1bJet23Jets	12	-0.0501536	0.041143	0.0662407	-0.0374521
TTZ	1bJet23Jets	13	-0.0356482	0.0275505	0.0605258	-0.0131409
TTZ	1bJet23Jets	14	-0.0239717	0.017189	0.0246912	-0.0364874
TTZ	1bJet23Jets	15	-0.00213384	0.00289987	-0.0401085	0.0364323
TTZ	1bJet4Jets	1	0.0310267	-0.0238944	-0.0200077	-0.006586
TTZ	1bJet4Jets	2	0.0121197	-0.00984919	0.025319	-0.011014
TTZ	1bJet4Jets	3	0.0129158	-0.00900508	-0.000419848	0.0101813
TTZ	1bJet4Jets	4	0.0262199	-0.0209109	0.0230092	-0.0241739
TTZ	1bJet4Jets	5	0.0236713	-0.0201014	-0.0259153	0.01411
TTZ	1bJet4Jets	6	0.0239502	-0.0205044	-0.0633401	0.032778
TTZ	1bJet4Jets	7	0.015454	-0.0131016	0.0172776	-0.00651295
TTZ	1bJet4Jets	8	0.0247496	-0.0188836	-0.0378284	0.00846447
