TTZ	1bJet4Jets	9	0.0302256	-0.0255454	0.0365894	-0.0311829
TTZ	1bJet4Jets	10	0.0413741	-0.0334447	-0.0174359	0.00188548
TTZ	1bJet4Jets	11	0.0289677	-0.0245117	-0.0678149	0.00923395
TTZ	1bJet4Jets	12	0.0425235	-0.035927	0.0347071	-0.00955251
TTZ	1bJet4Jets	13	0.0274377	-0.0244409	-0.104261	0.0720862
TTZ	1bJet4Jets	14	0.0336785	-0.0329487	-0.0780309	0.0338318
TTZ	1bJet4Jets	15	0.055427	-0.0476078	0.00790682	0.0327406
TTZ	2bJets	1	-0.00380456	0.00347339	-0.0230961	0.0144707
TTZ	2bJets	2	-0.00262994	0.00228418	-0.0493573	0.0303905
TTZ	2bJets	3	0.00249438	-0.00211081	-0.0148258	0.0144946
TTZ	2bJets	4	-0.00373684	0.00373154	-0.0379201	0.0126358
TTZ	2bJets	5	0.00377041	-0.000577742	-0.0721787	0.0463443
TTZ	2bJets	6	0.00668325	-0.00423389	-0.0343804	0.0131922
TTZ	2bJets	7	-0.00808559	0.00583943	-0.068992	0.0339018
TTZ	2bJets	8	-0.0101757	0.00731938	-0.0683799	0.0274326
TTZ	2bJets	9	-0.00368135	0.00239718	-0.0358204	0.0300327
TTZ	2bJets	10	-0.0113672	0.00649056	-0.0112721	0.0286971
TTZ	2bJets	11	-0.00263702	0.00160804	0.0295102	0.0221035
TTZ	2bJets	12	-0.00788492	0.00806218	-0.0676567	0.0379158
TTZ	2bJets	13	0.00820788	-0.00662237	-0.0675845	0.0274319
TTZ	2bJets	14	5.72741e-05	-0.00201723	-0.102009	0.0747186
TTZ	2bJets	15	0.00655749	-0.0105205	-0.0608873	0.0661852
