tZq	2bJets	6	0.0291398	-0.0209931	0.0420481	-0.00967982
tZq	2bJets	7	0.0175003	-0.0158853	-0.00112561	0.0140214
tZq	2bJets	8	0.0238231	-0.0176565	-0.108646	0.00268139
tZq	2bJets	9	0.011623	-0.00844398	-0.00426512	-0.00487239
tZq	2bJets	10	0.0217488	-0.0156108	-0.106435	0.0706739
tZq	2bJets	11	-0.00192127	0.00159765	0.0239179	0.012956
tZq	2bJets	12	0.0151164	-0.0136529	0.00455341	0.0114888
tZq	2bJets	13	0.000342011	-0.00306612	-0.0305122	0.0298423
tZq	2bJets	14	0.00211532	-0.00116862	-0.0169635	0.010064
tZq	2bJets	15	-0.0162472	0.0120455	-0.0272568	0.0230355
TTZ	1bJet23Jets	1	-0.0619874	0.0509951	0.0708785	-0.0490638
TTZ	1bJet23Jets	2	-0.0569471	0.0473132	0.0394389	-0.0206566
TTZ	1bJet23Jets	3	-0.0559703	0.0457542	0.0298457	-0.0205087
TTZ	1bJet23Jets	4	-0.0547159	0.0465425	-0.0106724	-0.00692465
TTZ	1bJet23Jets	5	-0.0554971	0.0456466	0.0164653	-0.0064545
TTZ	1bJet23Jets	6	-0.0506657	0.0404834	0.031565	2.18975e-05
TTZ	1bJet23Jets	7	-0.0431733	0.0355447	0.0143767	-0.0160259
TTZ	1bJet23Jets	8	-0.0474684	0.0394765	0.0440591	-0.00643969
TTZ	1bJet23Jets	9	-0.0538301	0.0449399	0.00678653	0.0114924
TTZ	1bJet23Jets	10	-0.0431542	0.0354385	-0.000237737	0.0022114
TTZ	1bJet23Jets	11	-0.039766	0.0326968	-0.00335614	0.00962633
TTZ	1bJet23Jets	12	-0.0382934	0.0312534	0.0455422	-0.0202754
TTZ	1bJet23Jets	13	-0.047873	0.0392906	-0.0370929	0.0110154
TTZ	1bJet23Jets	14	-0.0197276	0.0121668	0.00376121	-0.0165101
TTZ	1bJet23Jets	15	-0.0207335	0.0156684	0.019886	-0.0190483
TTZ	1bJet4Jets	1	0.0152794	-0.0123278	-0.0165663	-0.00912989
TTZ	1bJet4Jets	2	0.0160935	-0.0131862	0.00116379	-0.0148607
TTZ	1bJet4Jets	3	0.0172021	-0.0132794	-0.0024773	-0.00368932
TTZ	1bJet4Jets	4	0.0216696	-0.0179897	-0.00845719	0.00472209
TTZ	1bJet4Jets	5	0.0326783	-0.025708	0.0185337	-0.0139609
TTZ	1bJet4Jets	6	0.0322989	-0.0265224	-0.00725705	0.00263739
TTZ	1bJet4Jets	7	0.0265802	-0.0214357	-0.0151812	0.00765921
TTZ	1bJet4Jets	8	0.0158335	-0.0139804	-0.0203433	0.00101686
TTZ	1bJet4Jets	9	0.0265225	-0.0226518	-0.0504263	0.0181264
TTZ	1bJet4Jets	10	0.029966	-0.0255125	-0.00183698	-0.00820619
TTZ	1bJet4Jets	11	0.0341408	-0.0288049	-0.0673686	0.0216581
TTZ	1bJet4Jets	12	0.034527	-0.0276979	-0.0188937	0.023148
TTZ	1bJet4Jets	13	0.0274056	-0.0254964	-0.0647562	0.0319028
TTZ	1bJet4Jets	14	0.0250589	-0.0248832	-0.0672769	0.027329
TTZ	1bJet4Jets	15	0.0600922	-0.0513039	0.0196134	0.00673767
TTZ	2bJets	1	0.00457124	-0.00367665	0.00164066	0.0116359
TTZ	2bJets	2	0.00177503	-0.0011298	-0.0370168	0.0193283
TTZ	2bJets	3	0.00362002	-0.00258808	-0.0412716	0.024521
TTZ	2bJets	4	0.00542319	-0.00344373	-0.077322	0.0272042
TTZ	2bJets	5	-0.00198805	0.00260206	0.000686078	0.0116121
TTZ	2bJets	6	0.00270163	-0.00249619	-0.0723827	0.0499021
TTZ	2bJets	7	-0.00296483	0.00313154	-0.00603656	0.0237845
TTZ	2bJets	8	-0.000865763	0.00041626	-0.046559	0.0198084
TTZ	2bJets	9	-0.0178385	0.0134385	-0.0187292	0.0167862
TTZ	2bJets	10	0.00166186	-0.0010123	-0.0246803	0.0223893
TTZ	2bJets	11	-0.00214817	0.00180575	-0.0452699	0.0295282
TTZ	2bJets	12	-0.00680151	0.00555838	-0.0157177	0.0289904
TTZ	2bJets	13	-0.0124311	0.00931289	-9.33195e-05	-0.000611073
TTZ	2bJets	14	-0.00278316	0.00173797	-0.0861757	0.0450053
TTZ	2bJets	15	0.0369604	-0.0336661	-0.11922	0.0770832
